cust_id,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,lninc,custcat,churn
C00256,R2,60,55,Y,13,67,E1,18,N,Y,2,N,N,Y,N,10.75,0,0,14.75,0,697.7,0,0,925,0,N,N,N,N,N,N,N,N,N,2.375,4.205,C1,N
C00257,R1,8,63,Y,1,31,E1,9,N,N,2,Y,N,Y,N,2.25,13.75,0,11.25,0,16.8,102.55,0,80,0,N,N,N,N,Y,N,Y,Y,N,0.811,3.434,C3,N
C00258,R1,16,24,Y,5,24,E3,2,N,N,5,N,N,Y,N,9.4,0,0,14.75,0,124.2,0,0,215,0,N,N,N,N,Y,Y,Y,N,N,2.241,3.178,C3,N
C00259,R2,39,25,N,4,18,E1,0,N,Y,1,N,N,N,N,6.75,0,0,0,0,242.7,0,0,0,0,Y,N,N,N,Y,Y,N,Y,N,1.91,2.89,C3,N
C00260,R1,50,34,N,10,104,E3,9,N,N,1,Y,Y,Y,Y,27.5,21.75,52.1,20.25,47.9,1444.45,1219.55,2568.4,960,2368.4,Y,Y,Y,Y,Y,Y,Y,Y,Y,3.314,4.644,C4,N
C00261,R3,31,62,N,5,56,E2,26,N,Y,1,Y,N,Y,N,4.3,22.25,0,13.75,0,123.5,744.45,0,435,0,N,Y,N,N,Y,Y,Y,Y,N,1.459,4.025,C3,N
C00262,R1,36,58,N,34,80,E1,21,N,Y,1,N,N,Y,N,8.5,0,0,8.5,0,298.25,0,0,260,0,Y,N,N,N,N,Y,N,N,N,2.14,4.382,C2,N
C00263,R2,48,42,N,21,35,E4,5,N,N,1,N,N,N,N,12.9,0,0,0,0,589.35,0,0,0,0,Y,N,N,N,N,Y,Y,N,N,2.557,3.555,C3,N
C00264,R1,51,28,N,8,43,E5,1,N,N,5,Y,Y,Y,Y,11.15,35,77.7,20,80.35,623,1920.5,3925.5,955,4059.9,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.411,3.761,C4,N
C00265,R1,35,39,Y,11,30,E3,2,N,Y,3,Y,N,N,N,6.85,27.75,0,0,0,224.85,929.95,0,0,0,N,N,Y,N,N,N,Y,Y,N,1.924,3.401,C3,Y
C00266,R1,23,35,Y,0,23,E2,1,N,N,5,N,N,N,N,6.7,0,0,0,0,153.9,0,0,0,0,N,N,N,N,Y,N,Y,Y,N,1.902,3.135,C3,N
C00267,R1,38,37,Y,1,52,E1,20,N,Y,4,Y,N,Y,Y,12.2,41.5,0,18.75,54.4,532.55,1686.3,0,705,2051.1,Y,Y,Y,N,Y,Y,Y,Y,N,2.501,3.951,C4,N
C00268,R2,37,50,N,9,110,E2,21,N,Y,1,Y,N,Y,N,9.65,28.5,0,11.25,0,364.05,992.4,0,375,0,N,N,N,N,Y,Y,Y,Y,N,2.267,4.7,C3,N
C00269,R3,13,43,Y,1,123,E3,21,N,N,5,Y,Y,Y,N,3.85,23,33.05,6.75,0,55.05,317.5,439.3,75,0,N,N,Y,Y,Y,Y,Y,N,Y,1.348,4.812,C4,N
C00270,R1,30,27,N,4,47,E4,2,N,Y,2,N,N,Y,N,10.75,0,0,21.25,0,296.9,0,0,600,0,Y,N,N,Y,N,N,N,N,N,2.375,3.85,C2,Y
C00271,R2,25,51,Y,20,359,E3,29,N,N,2,Y,Y,Y,Y,5.75,27.5,39.2,40.5,21.4,163.75,676.15,881.45,975,475.55,N,Y,Y,N,Y,Y,Y,Y,N,1.749,5.883,C4,N
C00272,R2,28,40,N,7,64,E1,19,N,N,1,Y,N,N,N,6,27.5,0,0,0,167.65,722.5,0,0,0,N,N,N,N,Y,N,N,Y,N,1.792,4.159,C3,N
C00273,R1,48,32,N,2,88,E3,9,N,N,1,Y,N,Y,Y,6.15,33.75,0,29.75,44.75,307.65,1603.8,0,1390,2119.35,Y,Y,Y,Y,Y,Y,Y,Y,N,1.816,4.477,C4,N
C00274,R3,67,65,Y,30,17,E1,29,Y,Y,2,Y,N,Y,N,21.7,26.25,0,12,0,1384.05,1721.25,0,785,0,Y,N,N,N,Y,N,Y,N,N,3.077,2.833,C3,N
C00275,R1,29,38,Y,19,46,E2,6,N,N,2,N,Y,N,N,8.35,0,22.95,0,0,248.6,0,584.9,0,0,Y,N,N,N,N,N,N,N,Y,2.122,3.829,C2,N
C00276,R2,1,21,N,1,18,E3,0,N,Y,1,N,Y,N,N,2.7,0,32.7,0,0,2.7,0,32.7,0,0,N,N,N,Y,N,N,N,Y,Y,0.993,2.89,C1,Y
C00277,R1,15,35,Y,5,34,E3,8,N,N,2,N,Y,N,N,5.15,0,25.55,0,0,110.55,0,350.25,0,0,Y,N,N,Y,N,N,N,N,Y,1.639,3.526,C2,Y
C00278,R3,48,49,N,18,39,E2,5,N,Y,1,Y,Y,Y,Y,7,24.5,42.8,23.5,30.75,399.75,1229.6,2099.35,1140,1394.5,Y,Y,Y,N,Y,Y,Y,Y,N,1.946,3.664,C4,Y
C00279,R3,8,26,Y,1,25,E4,1,N,N,2,N,Y,N,N,3.15,0,20.05,0,0,29.9,0,138.4,0,0,N,N,N,Y,N,N,N,N,Y,1.147,3.219,C1,Y
C00280,R1,25,39,Y,8,94,E4,11,N,Y,4,N,Y,N,N,3.95,0,30.75,0,0,95.2,0,681.2,0,0,Y,N,N,N,N,N,N,N,N,1.374,4.543,C2,Y
C00281,R2,17,68,Y,1,335,E1,35,N,Y,3,Y,N,Y,Y,3.55,18.75,0,29.25,27.9,70.25,285.9,0,525,422.85,N,Y,Y,N,Y,Y,Y,Y,N,1.267,5.814,C4,N
C00282,R1,13,45,Y,3,99,E3,8,N,Y,2,N,N,Y,N,8.7,0,0,23.75,0,103.4,0,0,240,0,N,Y,N,Y,Y,N,Y,N,N,2.163,4.595,C3,Y
C00283,R3,3,31,Y,4,35,E2,2,N,Y,3,Y,Y,N,Y,4.35,12.75,34.05,0,21.5,11,30.2,75.3,0,28.5,N,Y,Y,Y,Y,N,Y,N,Y,1.47,3.555,C4,Y
C00284,R3,26,42,N,20,49,E3,13,N,N,1,Y,Y,Y,Y,3.5,25,43.65,24.5,27.7,82.3,638.1,1054.4,625,633.4,Y,Y,Y,Y,Y,Y,Y,Y,Y,1.253,3.892,C4,Y
C00285,R3,5,30,N,3,46,E4,7,N,N,1,N,Y,N,N,4.3,0,32.1,0,0,17.55,0,121.55,0,0,Y,N,N,Y,N,N,N,N,Y,1.459,3.829,C2,Y
C00286,R3,12,22,N,1,23,E4,0,N,N,2,N,N,N,N,4.05,0,0,0,0,33.75,0,0,0,0,N,N,N,N,N,N,Y,N,N,1.399,3.135,C1,N
C00287,R3,3,25,Y,2,45,E4,0,N,Y,2,Y,Y,N,N,3,15.75,31.15,0,0,9.15,53.05,87.6,0,0,N,N,N,Y,N,N,N,N,Y,1.099,3.807,C1,Y
C00288,R2,26,26,N,2,14,E2,6,N,Y,1,Y,Y,N,Y,7.8,36.5,38.7,0,27.9,204.25,884.2,914.5,0,764.55,Y,N,Y,Y,Y,N,Y,Y,Y,2.054,2.639,C4,Y
C00289,R3,22,51,N,27,49,E3,1,N,N,1,N,Y,Y,N,9,0,30.45,17.5,0,150.7,0,649.1,370,0,N,N,Y,N,N,N,Y,N,Y,2.197,3.892,C1,N
C00290,R3,26,45,N,18,33,E1,9,N,N,1,Y,N,Y,N,9.6,24.25,0,11.25,0,285.35,563.5,0,295,0,N,N,N,N,N,N,N,Y,N,2.262,3.497,C1,N
C00291,R2,67,60,Y,32,93,E1,21,N,N,4,N,Y,Y,N,18.85,0,32,42.75,0,1200.7,0,2189.8,2665,0,Y,N,N,N,N,N,N,N,Y,2.937,4.533,C2,N
C00292,R1,37,54,Y,35,183,E2,22,N,N,3,Y,N,Y,N,7.3,20.5,0,7.5,0,257.6,769.4,0,260,0,N,N,N,N,Y,Y,N,Y,N,1.988,5.209,C3,N
C00293,R2,5,69,N,0,11,E2,14,Y,N,1,Y,N,Y,N,6.65,9.75,0,8,0,35.2,44.8,0,30,0,N,N,N,N,N,N,N,N,N,1.895,2.398,C1,N
C00294,R1,20,41,Y,7,67,E4,14,N,Y,4,N,N,N,N,7.25,0,0,0,0,149.1,0,0,0,0,N,N,N,N,N,N,N,N,N,1.981,4.205,C1,N
C00295,R2,30,43,N,18,53,E4,6,N,N,1,N,Y,N,N,7,0,26.8,0,0,232.9,0,738.9,0,0,N,N,N,Y,N,N,N,Y,Y,1.946,3.97,C1,N
C00296,R2,56,44,N,24,87,E2,19,N,N,1,Y,N,Y,N,14.75,42.25,0,16.25,0,822.25,2396.65,0,830,0,N,N,N,N,Y,Y,Y,Y,N,2.691,4.466,C3,N
C00297,R2,32,65,N,6,9,E2,30,Y,Y,1,N,N,N,N,6.25,0,0,0,0,201.35,0,0,0,0,Y,N,N,Y,N,N,N,N,Y,1.833,2.197,C2,N
C00298,R3,60,45,Y,23,117,E4,11,N,N,3,Y,Y,Y,Y,12.4,28,51.7,19.5,52.9,755.7,1721.25,3035.75,1135,3094.65,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.518,4.762,C4,N
C00299,R3,71,60,Y,39,508,E4,35,N,N,4,Y,N,Y,N,23.55,48.25,0,21,0,1665.6,3474.05,0,1465,0,Y,Y,Y,N,Y,Y,Y,Y,N,3.159,6.23,C4,N
C00300,R3,45,66,N,11,87,E3,25,Y,Y,1,N,N,Y,N,6.05,0,0,21.25,0,306.9,0,0,880,0,N,N,N,N,Y,N,N,N,N,1.8,4.466,C1,N
C00301,R2,17,38,Y,19,18,E4,0,N,Y,4,N,N,N,N,8.55,0,0,0,0,162.25,0,0,0,0,Y,N,N,N,N,N,N,N,N,2.146,2.89,C2,N
C00302,R3,57,57,Y,19,130,E3,27,N,Y,2,N,Y,Y,N,13.55,0,30.65,12.75,0,849,0,1761.4,685,0,Y,N,N,Y,N,N,N,N,Y,2.606,4.868,C2,N
C00303,R1,72,52,Y,21,63,E1,24,N,N,3,Y,N,Y,N,41.95,25.75,0,33.25,0,3114.75,1871.95,0,2305,0,Y,N,N,N,Y,Y,Y,Y,N,3.736,4.143,C3,N
C00304,R3,22,57,Y,7,264,E1,35,N,Y,2,N,N,Y,N,3,0,0,6,0,68.35,0,0,105,0,N,N,N,N,Y,N,Y,Y,N,1.099,5.576,C3,N
C00305,R3,32,23,Y,2,26,E3,1,N,Y,6,Y,Y,Y,N,11,24,31.1,28.25,0,325,796.95,856.2,880,0,Y,Y,N,Y,Y,Y,Y,Y,N,2.398,3.258,C4,N
C00306,R1,53,35,N,15,59,E3,5,N,Y,1,Y,N,Y,N,16.85,23.25,0,18.5,0,888.45,1250.7,0,995,0,N,N,Y,N,N,Y,Y,N,N,2.824,4.078,C3,N
C00307,R1,47,35,Y,13,70,E4,9,N,Y,2,Y,Y,N,Y,10.75,33,47.4,0,45.85,551,1556.2,2138.25,0,2168.4,Y,Y,Y,Y,Y,Y,N,Y,Y,2.375,4.248,C4,Y
C00308,R3,63,56,N,17,71,E3,18,N,Y,1,N,N,Y,N,18.4,0,0,24.75,0,1162.9,0,0,1510,0,N,N,N,N,N,N,N,Y,N,2.912,4.263,C1,N
C00309,R1,56,38,Y,8,56,E4,10,N,N,2,Y,Y,Y,Y,25.1,26.75,44.95,11.5,27.4,1418.35,1435.25,2451.85,645,1553.5,N,N,Y,Y,Y,Y,N,N,Y,3.223,4.025,C4,N
C00310,R2,61,45,N,21,80,E2,13,N,Y,1,N,N,Y,N,18.1,0,0,35.25,0,1114.75,0,0,2200,0,Y,N,N,N,N,N,N,N,N,2.896,4.382,C2,N
C00311,R2,7,43,N,4,69,E3,5,N,Y,1,N,N,N,N,4.45,0,0,0,0,36.85,0,0,0,0,N,N,N,N,N,N,N,N,N,1.493,4.234,C1,N
C00312,R2,35,38,N,7,90,E2,18,N,N,4,Y,N,Y,N,6.8,17.75,0,14,0,245.95,558.35,0,425,0,Y,N,Y,Y,N,Y,N,N,Y,1.917,4.5,C2,N
C00313,R2,47,25,N,2,28,E2,6,N,N,1,Y,Y,Y,Y,7.75,19.75,35.15,17,31.15,315.9,859.6,1535.05,770,1448.4,N,Y,Y,N,Y,Y,Y,Y,Y,2.048,3.332,C4,N
C00314,R3,12,34,N,2,44,E2,7,N,N,1,N,N,N,N,4.05,0,0,0,0,48.85,0,0,0,0,N,N,N,N,N,N,N,N,N,1.399,3.784,C1,N
C00315,R2,69,33,Y,9,52,E4,9,N,Y,3,N,N,Y,N,29.95,0,0,29,0,2142.8,0,0,1915,0,Y,N,N,N,N,N,Y,Y,N,3.4,3.951,C3,N
C00316,R1,53,31,N,10,46,E3,6,N,N,2,Y,Y,Y,N,27.1,18.5,42.5,37.5,0,1408.35,935,2297.85,2015,0,Y,N,Y,Y,N,N,N,N,N,3.3,3.829,C2,N
C00317,R2,33,33,N,7,56,E2,11,N,N,1,N,N,Y,N,13.45,0,0,16,0,470.9,0,0,470,0,N,N,N,N,N,Y,N,N,N,2.599,4.025,C1,N
C00318,R3,15,38,Y,5,56,E3,13,N,N,3,Y,N,Y,N,5.4,18,0,15,0,76.75,274.95,0,225,0,N,N,N,N,Y,Y,Y,N,N,1.686,4.025,C3,N
C00319,R2,46,49,Y,13,51,E2,21,N,N,2,N,N,Y,N,7.25,0,0,21.75,0,329.95,0,0,945,0,N,N,N,N,N,N,N,N,N,1.981,3.932,C1,Y
C00320,R1,61,43,Y,6,34,E5,6,N,N,3,Y,Y,Y,Y,25.05,39,56.8,32.75,51,1541.9,2536.1,3279.9,1980,3182.65,Y,Y,Y,Y,Y,Y,Y,Y,Y,3.221,3.526,C4,Y
C00321,R3,28,36,N,3,42,E3,7,N,Y,1,Y,N,Y,N,12.9,28.25,0,14,0,363.65,820.15,0,370,0,N,N,N,Y,Y,Y,Y,Y,N,2.557,3.738,C3,N
C00322,R2,32,43,N,13,146,E1,27,N,Y,1,Y,N,Y,Y,18.3,33.5,0,15.5,17.45,546.35,1090.65,0,510,559.45,N,N,N,N,Y,Y,Y,Y,N,2.907,4.984,C3,N
C00323,R1,48,62,N,33,86,E1,22,Y,Y,1,Y,Y,Y,Y,16.35,33.5,38.95,18.75,30.6,729.3,1613.6,1763.1,920,1408.5,N,Y,N,N,Y,Y,Y,Y,Y,2.794,4.454,C3,N
C00324,R1,37,43,N,8,38,E3,9,N,N,1,N,N,N,N,8.1,0,0,0,0,289.75,0,0,0,0,Y,N,N,N,N,N,N,N,N,2.092,3.638,C2,N
C00325,R2,43,27,Y,3,21,E2,1,N,Y,3,N,N,Y,N,12.65,0,0,16.5,0,558.85,0,0,760,0,Y,N,N,N,N,N,N,N,N,2.538,3.045,C2,N
C00326,R3,61,52,Y,30,91,E1,25,N,Y,2,N,N,Y,N,13.8,0,0,47,0,840.15,0,0,2790,0,N,N,N,N,N,N,N,N,N,2.625,4.511,C1,N
C00327,R3,44,32,Y,1,96,E4,5,N,Y,4,Y,Y,Y,Y,5.25,22,61.95,8.75,57.8,213.45,951.95,2803.5,360,2451.6,Y,Y,Y,Y,Y,Y,Y,Y,Y,1.658,4.564,C4,N
C00328,R3,39,34,N,2,54,E3,5,N,N,1,N,N,Y,N,6.5,0,0,13.25,0,265.45,0,0,460,0,N,N,N,N,N,N,N,N,N,1.872,3.989,C1,N
C00329,R2,50,29,Y,10,53,E4,0,N,Y,4,Y,Y,Y,Y,13.2,46,53.15,11.5,46.4,593.35,2412.65,2499,540,2280,Y,Y,Y,N,Y,Y,Y,Y,N,2.58,3.97,C4,N
C00330,R2,10,34,N,1,52,E5,3,N,Y,1,N,Y,N,Y,4.3,0,32.55,0,25.4,47.45,0,332,0,255.7,Y,N,N,Y,N,N,N,N,Y,1.459,3.951,C2,Y
C00331,R2,68,60,N,40,262,E2,39,N,Y,1,N,N,Y,N,31.6,0,0,26,0,2112.25,0,0,1690,0,Y,N,N,N,Y,Y,Y,N,N,3.453,5.568,C3,N
C00332,R3,18,44,Y,10,107,E1,19,N,Y,7,N,N,N,N,2.25,0,0,0,0,41.8,0,0,0,0,N,N,N,N,N,N,N,N,N,0.811,4.673,C1,N
C00333,R3,8,45,N,1,37,E4,0,N,N,1,N,Y,N,N,4.65,0,32.05,0,0,64.45,0,207.85,0,0,Y,N,N,Y,N,N,N,N,Y,1.537,3.611,C2,Y
C00334,R3,42,58,N,7,22,E1,4,N,Y,1,N,N,N,N,3.6,0,0,0,0,166.75,0,0,0,0,Y,N,N,N,N,N,N,N,N,1.281,3.091,C2,N
C00335,R3,17,35,N,4,77,E3,8,N,Y,1,Y,N,N,N,8.1,15,0,0,0,144.4,251.1,0,0,0,N,N,N,N,Y,Y,Y,N,N,2.092,4.344,C3,N
C00336,R1,49,37,Y,17,50,E2,12,N,Y,2,N,N,Y,N,4.2,0,0,16.5,0,243.1,0,0,800,0,Y,N,N,N,N,N,N,N,N,1.435,3.912,C2,N
C00337,R1,62,57,Y,21,94,E1,22,N,N,2,Y,N,Y,N,11.95,32,0,53,0,757.6,1999.95,0,3250,0,Y,N,Y,N,Y,Y,Y,Y,Y,2.481,4.543,C4,N
C00338,R1,13,32,N,7,31,E4,5,N,N,2,Y,N,Y,Y,5.05,35.5,0,10.5,23.3,64.85,452.3,0,115,244.3,N,Y,N,N,Y,Y,Y,Y,N,1.619,3.434,C3,N
C00339,R2,45,59,N,14,51,E1,15,N,N,2,N,N,Y,N,5.95,0,0,5.25,0,236.3,0,0,175,0,N,N,N,N,N,N,N,N,N,1.783,3.932,C1,N
C00340,R2,15,35,N,10,25,E2,3,N,N,1,N,Y,N,N,4.75,0,21.4,0,0,41.4,0,291.4,0,0,N,N,N,Y,N,N,N,N,Y,1.558,3.219,C1,Y
C00341,R2,11,20,N,1,20,E2,0,N,Y,1,Y,Y,Y,Y,4.75,23,38.55,13.5,42.7,48,221.35,427.65,155,387.95,N,Y,Y,Y,Y,Y,Y,Y,Y,1.558,2.996,C4,Y
C00342,R1,52,62,N,23,36,E4,17,N,N,1,Y,N,Y,N,13.35,18.5,0,18.5,0,709.25,978.85,0,915,0,N,N,N,N,N,N,N,Y,N,2.592,3.584,C1,N
C00343,R2,48,35,N,11,50,E1,16,N,N,3,Y,N,Y,N,12.85,21.75,0,17,0,622.75,1018.55,0,790,0,N,Y,N,N,Y,Y,N,N,N,2.553,3.912,C3,N
C00344,R3,53,64,Y,10,54,E2,20,N,Y,2,Y,Y,Y,Y,9.65,39.25,51.15,53.5,74.8,483.55,2053.2,2658.05,2675,3817.55,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.267,3.989,C4,N
C00345,R3,19,30,Y,10,33,E4,1,N,N,3,Y,Y,N,N,4.05,22.25,31.8,0,0,79.45,396.35,543.85,0,0,N,Y,Y,Y,N,Y,Y,Y,Y,1.399,3.497,C4,N
C00346,R3,42,36,Y,14,44,E2,11,N,N,3,Y,N,N,Y,7,26.5,0,0,26.1,321.95,1161.3,0,0,1173.45,N,N,Y,N,Y,Y,Y,Y,N,1.946,3.784,C3,N
C00347,R2,57,51,Y,7,68,E4,18,N,Y,3,Y,N,Y,N,16.05,18.75,0,8.25,0,930.4,1096,0,365,0,Y,N,N,N,Y,Y,Y,Y,N,2.776,4.22,C3,N
C00348,R2,28,20,Y,1,18,E3,0,N,N,3,N,Y,N,Y,7.7,0,38.9,0,32,190.05,0,1041.1,0,873.3,Y,Y,Y,Y,N,Y,N,Y,Y,2.041,2.89,C4,N
C00349,R1,46,31,Y,12,21,E1,5,N,N,5,N,N,Y,N,8.95,0,0,9.25,0,369.95,0,0,415,0,N,N,N,N,N,Y,Y,Y,N,2.192,3.045,C3,N
C00350,R2,10,56,N,26,9,E2,6,Y,N,2,N,N,N,N,3.2,0,0,0,0,36.9,0,0,0,0,N,N,N,N,N,N,N,Y,N,1.163,2.197,C1,N
C00351,R1,55,65,N,34,28,E4,12,Y,Y,1,Y,N,Y,Y,18.6,46.25,0,14.75,41.2,1007.3,2610.55,0,835,2163.5,N,Y,Y,N,Y,Y,Y,Y,N,2.923,3.332,C4,N
C00352,R1,31,32,Y,13,37,E3,8,N,Y,3,Y,N,Y,Y,4.6,19.75,0,8.75,56.45,140.55,593.75,0,290,1771.1,Y,Y,Y,Y,Y,Y,Y,Y,N,1.526,3.611,C4,N
C00353,R2,69,63,N,28,168,E1,43,N,Y,2,Y,N,Y,N,14.5,44.25,0,18.25,0,1020.3,3097.25,0,1230,0,N,N,N,N,Y,Y,Y,Y,N,2.674,5.124,C3,N
C00354,R3,10,33,Y,2,66,E3,9,N,Y,4,Y,N,Y,N,7.1,21.25,0,25.25,0,59.3,241.8,0,220,0,N,N,N,Y,Y,N,Y,N,N,1.96,4.19,C1,Y
C00355,R3,25,30,N,0,20,E1,4,N,Y,1,Y,N,Y,N,8.55,21.75,0,15.5,0,215.95,522.15,0,370,0,N,N,N,N,Y,Y,N,Y,N,2.146,2.996,C3,N
C00356,R1,21,39,Y,7,25,E2,1,N,N,4,Y,N,Y,Y,8.5,27,0,20,31.25,175.3,582,0,440,646.9,N,N,N,N,Y,Y,Y,Y,N,2.14,3.219,C3,N
C00357,R3,11,48,Y,5,323,E4,25,N,N,4,Y,N,Y,Y,5.25,30,0,21.75,25.75,48.5,293.85,0,205,223.25,N,N,N,Y,Y,Y,Y,Y,N,1.658,5.778,C3,Y
C00358,R1,65,59,Y,27,197,E4,26,N,N,2,N,Y,Y,N,45.4,0,25.75,46.75,0,2973.55,0,1699.85,3065,0,Y,N,Y,N,N,N,N,N,Y,3.816,5.283,C2,N
C00359,R3,37,51,Y,26,24,E4,4,N,N,2,N,N,Y,N,8.2,0,0,13.75,0,288.4,0,0,480,0,Y,N,N,N,N,N,N,N,Y,2.104,3.178,C2,N
C00360,R1,3,55,Y,9,26,E5,0,N,Y,2,N,Y,N,N,6.4,0,31.2,0,0,22.4,0,49.55,0,0,Y,Y,N,Y,N,N,N,N,Y,1.856,3.258,C2,Y
C00361,R1,60,44,Y,4,150,E2,24,N,N,2,Y,N,Y,Y,20,63.5,0,15,36.8,1207.3,3907.8,0,870,2163.75,Y,Y,Y,N,Y,Y,Y,Y,Y,2.996,5.011,C4,N
C00362,R3,54,40,N,19,50,E4,12,N,Y,2,N,N,Y,Y,22.8,0,0,5,33.05,1266.1,0,0,310,1746.9,Y,Y,N,Y,Y,Y,Y,Y,Y,3.127,3.912,C4,N
C00363,R2,1,36,N,6,21,E1,1,N,N,2,N,Y,N,N,1.35,0,22.6,0,0,1.35,0,22.6,0,0,Y,N,N,N,Y,N,N,N,Y,0.3,3.045,C2,Y
C00364,R1,14,31,Y,9,39,E3,4,N,Y,7,N,N,N,N,4.4,0,0,0,0,60.65,0,0,0,0,N,N,N,N,N,N,N,N,N,1.482,3.664,C1,N
C00365,R2,10,45,Y,8,115,E3,17,N,Y,4,N,Y,N,N,5.7,0,28.05,0,0,52.95,0,238.9,0,0,Y,N,N,Y,N,N,N,N,Y,1.74,4.745,C2,Y
C00366,R2,33,45,N,24,35,E1,6,N,N,1,Y,N,Y,N,5.65,24,0,25.5,0,205.75,860.95,0,780,0,N,N,Y,N,Y,Y,Y,Y,N,1.732,3.555,C3,Y
C00367,R2,56,58,Y,3,92,E1,25,N,N,3,N,N,Y,N,8.25,0,0,19.75,0,476.7,0,0,1075,0,N,N,N,N,N,N,N,Y,N,2.11,4.522,C1,N
C00368,R1,72,55,Y,28,40,E1,11,N,N,5,N,N,Y,N,34.25,0,0,35.75,0,2472.65,0,0,2770,0,Y,N,N,N,N,N,N,N,N,3.534,3.689,C2,N
C00369,R3,25,29,N,9,55,E4,1,N,N,1,Y,N,N,N,5.25,24.75,0,0,0,147.95,612.45,0,0,0,N,N,N,N,Y,N,N,N,Y,1.658,4.007,C1,Y
C00370,R3,4,37,N,2,41,E2,8,N,N,1,Y,Y,Y,N,2.8,13.5,29.9,16.5,0,5.3,45.75,83.55,60,0,N,N,Y,Y,N,Y,N,N,N,1.03,3.714,C1,N
C00371,R2,53,64,Y,17,380,E2,36,N,Y,2,Y,N,Y,N,12.85,40.25,0,15,0,687.9,2104.3,0,825,0,N,N,N,N,Y,Y,Y,Y,N,2.553,5.94,C3,N
C00372,R3,18,31,Y,12,24,E3,4,N,N,4,N,N,N,N,12.15,0,0,0,0,202.2,0,0,0,0,Y,N,N,N,N,N,N,N,Y,2.497,3.178,C2,N
C00373,R2,6,24,N,2,17,E1,1,N,N,1,Y,N,Y,N,3.25,21,0,15.25,0,29.25,132.2,0,45,0,N,N,N,N,Y,Y,N,Y,N,1.179,2.833,C3,N
C00374,R2,15,39,N,19,32,E2,2,N,N,1,N,Y,N,N,3.45,0,31.85,0,0,44.45,0,462.75,0,0,Y,Y,N,N,N,N,N,N,Y,1.238,3.466,C2,Y
C00375,R2,22,39,N,0,63,E4,9,N,N,1,N,Y,N,N,6.2,0,21.35,0,0,121.7,0,425.25,0,0,Y,N,N,Y,N,N,N,N,Y,1.825,4.143,C2,Y
C00376,R1,3,31,Y,4,22,E1,1,N,N,2,N,Y,N,N,3.4,0,22.7,0,0,7.6,0,35.45,0,0,N,N,N,Y,N,Y,N,N,Y,1.224,3.091,C1,Y
C00377,R1,49,54,N,24,30,E2,5,N,N,1,N,N,Y,N,15.5,0,0,14.25,0,754.8,0,0,625,0,Y,N,N,N,N,N,Y,N,N,2.741,3.401,C2,N
C00378,R1,39,47,N,1,68,E4,10,N,Y,2,N,N,N,N,8.3,0,0,0,0,308.55,0,0,0,0,Y,N,N,Y,N,N,N,N,Y,2.116,4.22,C2,Y
C00379,R1,28,36,N,3,69,E3,2,N,N,1,Y,Y,Y,Y,6.05,25.25,41.55,31.75,36.6,153.05,697.05,1117.15,835,1020.95,Y,Y,Y,N,Y,Y,Y,Y,Y,1.8,4.234,C4,N
C00380,R3,67,50,Y,31,83,E2,12,N,N,2,N,Y,Y,N,29.45,0,22.65,19,0,1921.55,0,1515.4,1240,0,Y,N,N,N,N,N,N,N,Y,3.383,4.419,C2,N
C00381,R2,18,38,N,8,45,E2,2,N,Y,4,Y,Y,Y,Y,2.7,31.5,36.25,15,23.4,45.6,609.2,654.75,270,422.5,N,Y,N,Y,Y,Y,Y,Y,Y,0.993,3.807,C4,Y
C00382,R2,4,36,N,0,21,E2,1,N,Y,3,N,N,N,N,3.3,0,0,0,0,22.1,0,0,0,0,N,N,N,N,N,N,N,Y,N,1.194,3.045,C1,N
C00383,R1,20,35,N,0,78,E4,7,N,N,1,N,Y,N,Y,5.5,0,46.1,0,35.25,97.15,0,825.45,0,701.05,Y,Y,Y,Y,N,Y,Y,N,Y,1.705,4.357,C4,Y
C00384,R1,46,29,Y,4,90,E5,3,N,N,4,Y,N,Y,Y,16.85,40.5,0,34.5,39.8,736.45,1817.75,0,1480,1783.15,N,Y,Y,Y,Y,Y,Y,Y,N,2.824,4.5,C4,N
C00385,R3,69,61,Y,12,301,E2,37,N,N,2,Y,Y,Y,Y,26.05,36.75,41.85,16.25,38.45,1738.15,2589.3,2768.85,1110,2590.2,Y,Y,N,N,Y,Y,Y,Y,N,3.26,5.707,C3,N
C00386,R1,29,29,N,9,41,E2,9,N,N,2,Y,Y,N,N,4.75,23,37.45,0,0,112,626.6,1010.1,0,0,Y,N,N,N,N,N,Y,Y,Y,1.558,3.714,C2,N
C00387,R3,72,60,Y,36,271,E1,43,N,Y,2,N,N,Y,N,21.7,0,0,52.25,0,1580.4,0,0,3665,0,Y,N,N,N,Y,Y,Y,Y,N,3.077,5.602,C3,N
C00388,R2,50,25,Y,1,36,E4,2,N,Y,5,N,Y,Y,Y,13.05,0,40.6,10.25,40.85,682.2,0,1928.2,545,1964.2,Y,Y,Y,N,Y,Y,Y,Y,Y,2.569,3.584,C4,N
